id_starname,id_planet,disposition,orbper,orbper_err1,orbper_err2,rprstar,rprstar_err1,rprstar_err2,prad,prad_err1,prad_err2,sma,sma_err1,sma_err2,insol,insol_err1,insol_err2
kic10797460,K00752.01,CP,9.48803557,2.775e-05,-2.775e-05,0.022344,0.000832,-0.000528,2.2026749437392903,0.12139833179522445,-0.08927980104653904,0.08577014804703695,0.0011894418495874543,-0.0018239073572535788,99.19049466403992,8.148886476701962,-7.295960047616065
kic10797460,K00752.02,CP,54.4183827,0.0002479,-0.0002479,0.027954,0.009078,-0.001347,2.7557096033515984,0.9018885449962063,-0.16083522534375388,0.2748204484428051,0.003811150552381521,-0.005844073401483565,9.66149398043917,0.7937294600160072,-0.7106515040737891
kic10811496,K00753.01,PC,19.89913995,1.494e-05,-1.494e-05,0.154046,5.034292,-0.042179,18.818649638828642,615.0029488295746,-5.23234392012657,0.14627650699233027,0.0028987151390046924,-0.003693875172275912,61.41709828987321,5.5706097779614066,-5.549562497165866
kic10854555,K00755.01,CP,2.525591777,3.761e-06,-3.761e-06,0.024064,0.003751,-0.001522,2.423034815996036,0.39544716891071635,-0.1782811445042966,0.035501111752080684,0.0005266425295157475,-0.0007987444875609337,629.8417152691347,46.5319467455707,-48.595716749792494
kic10872983,K00756.01,CP,11.09432054,2.036e-05,-2.036e-05,0.036779,0.005115,-0.001065,4.139146620014712,0.6129558129720867,-0.20707854177360044,0.098413061246536,0.0019497583996789323,-0.001910293646848869,115.62340114770828,11.694876008274882,-11.019610139572151
kic10872983,K00756.02,CP,4.13443512,1.046e-05,-1.046e-05,0.026133,0.001968,-0.002055,2.941034792159778,0.26728655073608676,-0.2605446345392803,0.05096394703023963,0.0010096971145393346,-0.0009892599942649253,431.1467447833161,43.60888602904373,-41.09089504985502
kic10872983,K00756.03,CP,2.56658897,1.781e-05,-1.781e-05,0.014983,0.003935,-0.001417,1.6862022841208415,0.4510815773912457,-0.17367596661018844,0.03708712350965232,0.0007347696687841697,-0.0007198973123502387,814.1509267393578,82.34833159008495,-77.59351271196412
kic10910878,K00757.01,CP,16.06864674,1.088e-05,-1.088e-05,0.062161,0.000913,-0.000428,5.034803268915714,0.20174656806167102,-0.17108151532221139,0.11349689765692855,0.002148802766156288,-0.002031626824036646,21.342223309562375,1.389340672366317,-1.3484937736794407
kic10910878,K00757.02,CP,41.19725502,9.345e-05,-9.345e-05,0.041693,0.00118,-0.000613,3.376973547576501,0.15806685134242984,-0.12284885723415247,0.2126065507839079,0.004025216152918371,-0.003805717881805645,6.082111217831861,0.39593459287392774,-0.38429403524026434
kic10910878,K00757.03,CP,6.252962249,9.577e-06,-9.577e-06,0.028604,0.001027,-0.000484,2.3168146056862837,0.11991639520850231,-0.08648666143997252,0.06049530346925349,0.0011453394609887684,-0.0010828831796683874,75.12151218456219,4.8902764616011405,-4.746501337910933
kic11446443,K00001.01,CP,2.470613377,2.7e-08,-2.7e-08,0.123871,5.1e-05,-7.1e-05,13.425068643671725,0.6046613053417742,-0.44011150768484075,0.03551274309372732,0.0006987369674575853,-0.0008494076624885055,815.8288817747243,44.43727121588386,-48.17980826515106
